"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.073209625E0,6.532415771E-1,7.417076111E-1,1.075363770E0
3.083272625E0,-4.206253052E-2,9.605525208E-1,6.728507996E-1
3.093335625E0,-1.160237274E0,8.363108826E-1,-1.031504974E0
3.103398625E0,-2.540666656E0,-4.061054993E-1,-2.836900635E0
3.113460625E0,-2.854863281E0,-1.968256989E0,-2.412383423E0
3.123523625E0,-1.919757843E0,-3.470383301E0,-2.828667755E0
3.133586625E0,-2.878514099E-1,-5.305567017E0,-3.144960022E0
3.143649625E0,1.210382996E0,-8.020022278E0,-3.695066071E0
3.153712625E0,2.106569366E0,-1.137424713E1,-5.080135803E0
3.163775625E0,1.413510590E0,-1.474059677E1,-6.826254730E0
3.173837625E0,7.963439941E-2,-1.785457123E1,-8.479267273E0
3.183900625E0,-1.771416321E0,-2.038700500E1,-7.658973083E0
3.193963625E0,-2.944377136E0,-2.121119110E1,-3.771856384E0
3.204026625E0,-1.787283325E0,-1.957778778E1,-6.506968689E-1
3.214089625E0,-1.072070618E0,-1.723066864E1,2.077080688E0
3.224152625E0,-2.170785828E0,-1.548784286E1,-7.334747314E-2
3.234214625E0,-3.300336914E0,-1.374052643E1,-2.416275330E0
3.244277625E0,-4.439168701E0,-1.390368713E1,-1.145268402E0
3.254340625E0,-4.847070465E0,-1.492800705E1,-3.644920349E-1
3.264403625E0,-4.677922211E0,-1.734353394E1,-1.329684906E0
3.274466625E0,-3.706592102E0,-2.329066681E1,-7.076534271E0
3.284529625E0,-9.518705750E-1,-3.105606857E1,-1.047850983E1
3.294591625E0,-1.349443817E0,-3.409010925E1,-4.277205505E0
3.304654625E0,-3.559597778E0,-3.010838928E1,-3.957919464E0
3.314717625E0,-3.229683838E0,-2.550591019E1,-1.654210052E0
3.324780625E0,-2.563119965E0,-2.307885727E1,-1.056802368E-1
3.334843625E0,-2.579735413E0,-2.214060837E1,6.716532898E-1
3.344905625E0,-3.408112793E0,-2.300296509E1,1.750310211E0
3.354968625E0,-4.598736877E0,-2.436827591E1,2.321222992E0
3.365031625E0,-5.158722382E0,-2.565739517E1,2.453847198E0
3.375094625E0,-5.360502777E0,-2.553300385E1,2.238594818E0
3.385157625E0,-5.083129578E0,-2.218805969E1,-2.893482971E-1
3.395220625E0,-4.170627136E0,-1.835393280E1,-2.933150482E0
3.405282625E0,-2.736908569E0,-1.493998215E1,-4.349804535E0
3.415345625E0,-6.093827820E-1,-1.163425644E1,-5.378315735E0
3.425408625E0,1.663191376E0,-8.995693359E0,-7.130871277E0
3.435471625E0,3.655099182E0,-5.894592133E0,-8.527766418E0
3.445534625E0,4.381987610E0,-2.333048401E0,-9.201066284E0
3.455597625E0,4.659959564E0,1.601669312E0,-9.226962433E0
3.465659625E0,5.698200531E0,3.827989655E0,-1.046443909E1
3.475722625E0,6.970105591E0,3.566034393E0,-1.223271194E1
3.485785625E0,5.944887543E0,8.963360596E-1,-1.181223633E1
3.495848625E0,1.882784729E0,-1.201102295E0,-9.771080933E0
3.505911625E0,-4.599934387E-1,-8.442443848E-2,-4.868925018E0
3.515974625E0,-3.632945251E-1,9.154962158E-1,-3.839365997E0
3.526036625E0,9.804611206E-2,1.517993317E0,-2.248773651E0
3.536099625E0,3.921844482E-1,2.245031433E0,8.225395203E-1
3.546162625E0,2.939886475E-1,2.091899872E0,3.042273560E0
3.556225625E0,-1.191522217E-1,1.311871948E0,4.315525818E0
3.566288625E0,-4.773573303E-1,6.321354675E-1,4.678670654E0
3.576351625E0,-7.773335266E-1,2.592608643E-1,4.938979340E0
3.586413625E0,-1.581012268E0,-2.279759216E-1,5.515430603E0
3.596476625E0,-2.344724121E0,-7.060816956E-1,4.259242859E0
3.606539625E0,-3.138074341E0,-1.027463379E0,1.823957062E0
3.616602625E0,-3.993246002E0,-1.256187744E0,5.571414185E-1
3.626665625E0,-4.004772034E0,-9.678872681E-1,-3.529660034E-1
3.636728625E0,-3.181783447E0,-2.667453003E-1,-1.279688873E0
3.646790625E0,-2.021995239E0,3.109034729E-1,-1.558109894E0
3.656853625E0,-1.136736145E0,4.111949158E-1,-9.791139221E-1
3.666916625E0,-6.490502930E-1,4.674778748E-1,2.770738220E-1
3.676979625E0,-2.056723022E-1,7.165599060E-1,8.699908447E-1
