"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.693276208E0,1.433643723E1,-3.911366272E0,1.083746338E0
3.703277208E0,1.447310303E1,-4.475243683E0,9.032217407E-1
3.713279208E0,1.454076233E1,-5.331612854E0,1.164877625E0
3.723281208E0,1.434392166E1,-6.177803192E0,1.750759277E0
3.733282208E0,1.405472305E1,-6.830146637E0,2.454445953E0
3.743284208E0,1.361269226E1,-7.274871826E0,3.209326172E0
3.753285208E0,1.322529785E1,-7.402855682E0,3.857777710E0
3.763287208E0,1.315479446E1,-7.305707703E0,4.312532043E0
3.773288208E0,1.342318634E1,-6.995552673E0,4.582121429E0
3.783290208E0,1.370804398E1,-6.675667877E0,4.483177185E0
3.793292208E0,1.391880569E1,-6.632557526E0,3.978127441E0
3.803293208E0,1.415217041E1,-7.052584076E0,3.271297302E0
3.813295208E0,1.444451248E1,-7.803722076E0,2.852917328E0
3.823296208E0,1.439077423E1,-8.425678711E0,2.460134125E0
3.833298208E0,1.419617889E1,-8.843609619E0,1.835932159E0
3.843299208E0,1.408391235E1,-9.311087494E0,1.250349884E0
3.853301208E0,1.410187500E1,-9.902956696E0,8.222401428E-1
3.863303208E0,1.399320099E1,-1.054048096E1,5.011578369E-1
3.873304208E0,1.374217300E1,-1.109223358E1,4.888833618E-1
3.883306208E0,1.344908249E1,-1.162123352E1,7.235952759E-1
3.893307208E0,1.325837906E1,-1.223390945E1,9.738748169E-1
3.903308792E0,1.318892349E1,-1.277847702E1,1.395547943E0
3.913309792E0,1.261980698E1,-1.290316772E1,1.940863953E0
3.923311791E0,1.204440353E1,-1.277712982E1,2.162403259E0
3.933313792E0,1.186208267E1,-1.282158737E1,2.322121124E0
3.943314792E0,1.162752045E1,-1.277937515E1,2.534080353E0
3.953316791E0,1.108055786E1,-1.229573090E1,2.309547272E0
3.963317791E0,1.039887543E1,-1.162572418E1,1.759890289E0
3.973319792E0,9.695488129E0,-1.091500214E1,1.239422607E0
3.983320792E0,8.960217133E0,-1.010907806E1,8.132588196E-1
3.993322792E0,8.440647583E0,-9.292675781E0,4.999603271E-1
4.003324791E0,7.977510681E0,-8.528514862E0,4.023632813E-1
4.013325791E0,7.649692383E0,-7.850275269E0,3.511697388E-1
4.023327792E0,7.425758057E0,-7.215595093E0,4.420307922E-1
4.033328792E0,7.270081787E0,-6.724765778E0,5.710624695E-1
4.043330791E0,7.061266022E0,-6.343059540E0,7.604187012E-1
